Old Code,Item No. (Unique SKU code),Item/Service Description,New Item/Service Description for Tax,Item Group,Product,Category,Packing Type,Product Type,Packing Size,Section
2142,2142,GAZAL BLACK PEPPER POWDER JAR 250g,NOOR GAZAL BLACK PEPPER POWDER JAR 250g,FINISHED GOODS,BLACK PEPPER POWDER,SPICES,JAR,POWDER,250,JAR SECTION
2143,2143,GAZAL CARDAMOM POWDER JAR 225g,NOOR GAZAL CARDAMOM POWDER JAR 225g,FINISHED GOODS,CARDAMOM POWDER,SPICES,JAR,POWDER,225,JAR SECTION
2144,2144,GAZAL ZAHATAR POWDER JAR 250g,NOOR GAZAL ZAHATAR POWDER JAR 250g,FINISHED GOODS,ZAHATAR WITH SESAM SEED,OTHER ITEMS,JAR,POWDER,250,JAR SECTION
2145,2145,GAZAL GARAM MASALA JAR 230g,NOOR GAZAL GARAM MASALA JAR 230g,FINISHED GOODS,GARAM MASALA POWDER,SPICES,JAR,POWDER,230,JAR SECTION
2148,2148,GAZAL WHITE RICE 1 KG,NOOR GAZAL WHITE RICE 1 KG,FINISHED GOODS,WHITE RICE,CEREALS & FLOUR,PILLOW,WHOLE,1000,FFS DAL
2149,2149,GAZAL SAMBAR MASALA 100 GM,NOOR GAZAL   SAMBAR MASALA 100 GM,FINISHED GOODS,SAMBAR POWDER,SPICES,PILLOW,POWDER,100,MASALA TABLE
2156,2156,GAZAL BLACK PEPPER 150 GM,NOOR GAZAL BLACK PEPPER 150 GM,FINISHED GOODS,BLACK PEPPER,SPICES,PILLOW,WHOLE,150,NUTS SECTION
2157,2157,GAZAL CLOVES 150 GM,NOOR GAZAL CLOVES 150 GM,FINISHED GOODS,CLOVES,SPICES,PILLOW,WHOLE,150,NUTS SECTION
,2160,PISTACHIO KERNALS,PISTACHIO KERNALS,RAW MATERIALS,PISTACHIO KERNALS,NUTS & DRY FRUITS,Bag,RAW MATERIALS,,
,2166,,NOOR GAZAL MIXED NUT 100 GM,FINISHED GOODS,MIXED NUT,NUTS & DRY FRUITS,PILLOW,WHOLE,100,NUTS SECTION
,2168,,NOOR GAZAL CINNAMON 5 KG,FINISHED GOODS,CINNAMON PACKING,SPICES,PILLOW,WHOLE,5000,OMANI AKKA
2172,2172,GAZAL CHICKEN MASALA 5 KG,NOOR GAZAL CHICKEN MASALA 5 KG,FINISHED GOODS,CHICKEN MASALA,SPICES,BAG,POWDER,5000,JAR SECTION
2178,2178,GAZAL CORIANDER SEEDS 150 GM,NOOR GAZAL CORIANDER SEEDS 150 GM,FINISHED GOODS,CORIANDER SEEDS,SPICES,PILLOW,WHOLE,150,NUTS SECTION
2181,2181,GAZAL FASOOLIYA 700 GM,NOOR GAZAL FASOOLIYA 700 GM,FINISHED GOODS,FASOOLIYA,PEAS & LENTILES,PILLOW,WHOLE,700,FFS DAL
2182,2182,GAZAL TURMERIC WHOLE 100 GM,NOOR GAZAL TURMERIC WHOLE 100 GM,FINISHED GOODS,TURMERIC WHOLE,SPICES,PILLOW,WHOLE,100,OMANI AKKA
2183,2183,GAZAL CINNAMON PREMIUM 150 GM,NOOR GAZAL CINNAMON PREMIUM 150 GM,FINISHED GOODS,CINNAMON PACKING,SPICES,PILLOW,WHOLE,150,KAHWA SECTION
2184,2184,GAZAL CLOVES PREMIUM 75 GM,NOOR GAZAL CLOVES PREMIUM 75 GM,FINISHED GOODS,CLOVES,SPICES,PILLOW,WHOLE,75,NUTS SECTION
2185,2185,GAZAL CINNAMON POWDER 5 KG,NOOR GAZAL CINNAMON POWDER 5 KG,FINISHED GOODS,CINNAMON POWDER,SPICES,BAG,POWDER,5000,MASALA TABLE
,2188,GAZAL BLACK PEPPER POWDER PREMIUM 300 GM,NOOR GAZAL BLACK PEPPER POWDER PREMIUM 300 GM,FINISHED GOODS,BLACK PEPPER POWDER,SPICES,PILLOW,POWDER,300,FFS MASALA
2194,2194,GAZAL MASOOR DAL 1 KG X 2,NOOR GAZAL MASOOR DAL 1 KG X 2,FINISHED GOODS,MASOOR DAL,PEAS & LENTILES,PILLOW,WHOLE,2000,FFS DAL
,2197,,NOOR GAZAL BLACK PEPPER 25 GM,FINISHED GOODS,BLACK PEPPER,SPICES,PILLOW,WHOLE,25,NUTS SECTION
,2198,,NOOR GAZAL BLACK PEPPER POWDER 25 GM,FINISHED GOODS,BLACK PEPPER POWDER,SPICES,PILLOW,POWDER,25,MASALA TABLE
,2199,,NOOR GAZAL PISTACHIOS 25 GM,FINISHED GOODS,PISTACHIO,NUTS & DRY FRUITS,PILLOW,WHOLE,25,NUTS SECTION
2200,2200,GAZAL ALMONDS PREMIUM 150 GM,NOOR GAZAL ALMONDS PREMIUM 150 GM,FINISHED GOODS,ALMONDS 20/22 .68,NUTS & DRY FRUITS,PILLOW,WHOLE,150,NUTS SECTION
2201,2201,GAZAL PISTA KERNALS 150 GM,NOOR GAZAL PISTA KERNALS 150 GM,FINISHED GOODS,PISTA KERNALS,NUTS & DRY FRUITS,PILLOW,WHOLE,150,NUTS SECTION
2202,2202,GAZAL BLACK RAISINS 150 GM,NOOR GAZAL BLACK RAISINS 150 GM,FINISHED GOODS,BLACK RAISINS,NUTS & DRY FRUITS,PILLOW,WHOLE,150,NUTS SECTION
2204,2204,GAZAL MIXED NUTS PREMIUM 800 GM,NOOR GAZAL MIXED NUTS PREMIUM 800 GM,FINISHED GOODS,MIXED NUTS,NUTS & DRY FRUITS,PILLOW,WHOLE,800,NUTS SECTION
2205,2205,GAZAL BARLEY 200 GM,NOOR GAZAL BARLEY 200 GM,FINISHED GOODS,BARLEY,CEREALS & FLOUR,PILLOW,WHOLE,200,NUTS SECTION
2209,2209,GAZAL ZAHTER WITH SESAME SEEDS 200 GM,NOOR GAZAL ZAHTER WITH SESAME SEEDS 200 GM,FINISHED GOODS,ZAHATAR WITH SESAM SEED,OTHER ITEMS,PILLOW,POWDER,200,MASALA TABLE
2215,2215,TAMARIND (500 GM X40) 20KG CTN,NOOR GAZAL TAMARIND (500 GM X40) 20KG CTN,FINISHED GOODS,TAMARIND,OTHER ITEMS,PILLOW,WHOLE,500,NUTS SECTION
2216,2216,GAZAL KASHMIRI CHILLI POWDER 400 GM,NOOR GAZAL KASHMIRI CHILLI POWDER 400 GM,FINISHED GOODS,KASHMIRI CHILLI WHOLE,SPICES,PILLOW,POWDER,400,FFS MASALA
,2234,GAZAL BROAD BEANS 1.5 KG,NOOR GAZAL BROAD BEANS 1.5 KG,FINISHED GOODS,BROAD BEANS,PEAS & LENTILES,PILLOW,CLEANLY - WHOLE,1500,FFS DAL
2237,2237,GAZAL CHANADAL 700 GM X 2,NOOR GAZAL CHANA DAL 700X2,FINISHED GOODS,CHANA DAL,PEAS & LENTILES,PILLOW,WHOLE,1400,FFS DAL
2242,2242,GAZAL AJWAN PREMIUM 100 GM,NOOR GAZAL AJWAN PREMIUM 100 GM,FINISHED GOODS,AJWAN,SPICES,PILLOW,WHOLE,100,NUTS SECTION
2245,2245,GAZAL WALNUT 400 GM,NOOR GAZAL WALNUT 400 GM,FINISHED GOODS,WALNUT,NUTS & DRY FRUITS,PILLOW,WHOLE,400,NUTS SECTION
2253,2253,GAZAL BLACK JEERA PREMIUM 150 GM,NOOR GAZAL BLACK JEERA PREMIUM 150 GM,FINISHED GOODS,BLACK JEERA,PEAS & LENTILES,PILLOW,WHOLE,150,NUTS SECTION
2257,2257,GAZAL WHITE PEPPER POWDER PREMIUM 150 GM,NOOR GAZAL WHITE PEPPER POWDER PREMIUM 150 GM,FINISHED GOODS,WHITE PEPPER,SPICES,PILLOW,POWDER,150,MASALA TABLE
2259,2259,GAZAL ROSELLE 200 GM,NOOR GAZAL ROSELLE 200 GM,FINISHED GOODS,ROSELLE,OTHER ITEMS,PILLOW,WHOLE,200,KAHWA SECTION
2260,2260,GAZAL KAHWA AL KARAM 800 GM,NOOR GAZAL KAHWA AL KARAM 800 GM,FINISHED GOODS,KAWA AL KARAM,OMANI COFFEE,PILLOW,POWDER,800,KAHWA SECTION
2261,2261,GAZAL KAHWA AL KARAM 700 GM,NOOR GAZAL KAHWA AL KARAM 700 GM,FINISHED GOODS,KAWA AL KARAM,OMANI COFFEE,PILLOW,POWDER,700,KAHWA SECTION
2262,2262,GAZAL YANSOON 150 GM,NOOR GAZAL YANSOON 150 GM,FINISHED GOODS,YANSOON,PEAS & LENTILES,PILLOW,WHOLE,150,NUTS SECTION
2266,2266,GAZAL WALNUT 150 GM,NOOR GAZAL WALNUT 150 GM,FINISHED GOODS,WALNUT,NUTS & DRY FRUITS,PILLOW,WHOLE,150,NUTS SECTION
2270,2270,GAZAL DRY LEMON 150 GM,NOOR GAZAL DRY LEMON 150 GM,FINISHED GOODS,DRY LEMON (BLACK),SPICES,PILLOW,WHOLE,150,KAHWA SECTION
2271,2271,GAZAL BLACK PEPPER PREMIUM 400 GM,NOOR GAZAL BLACK PEPPER PREMIUM 400 GM,FINISHED GOODS,BLACK PEPPER,SPICES,PILLOW,WHOLE,400,NUTS SECTION
2272,2272,GAZAL BLACK PEPPER POWDER PREMIUM 400 GM,NOOR GAZAL BLACK PEPPER POWDER PREMIUM 400 GM,FINISHED GOODS,BLACK PEPPER POWDER,SPICES,PILLOW,POWDER,400,FFS MASALA
2273,2273,GAZAL SAGU 800 GM,NOOR GAZAL SAGU SEED 800 GM,FINISHED GOODS,SAGU SEEDS,PEAS & LENTILES,PILLOW,WHOLE,800,FFS DAL
2275,2275,GAZAL OMANI MASALA WHOLE GAZATE 500GM,NOOR GAZAL OMANI MASALA WHOLE GAZATE 500GM,FINISHED GOODS,OMANI MASALA,SPICES,PILLOW,WHOLE,500,OMANI AKKA
,2290,GAZAL GINGER POWDER 200 GM,NOOR GAZAL GINGER POWDER 200 GM,FINISHED GOODS,GINGER POWDER,SPICES,PILLOW,POWDER,200,FFS MASALA
2291,2291,GAZAL LONG CHILLI 150 GM,NOOR GAZAL LONG CHILLI 150 GM,FINISHED GOODS,LONG CHILLI STEM CUT,SPICES,PILLOW,WHOLE,150,MASALA TABLE
2293,2293,GAZAL MIXED NUTS 400 GM,NOOR GAZAL MIXED NUTS 400 GM,FINISHED GOODS,MIXED NUTS,NUTS & DRY FRUITS,PILLOW,WHOLE,400,NUTS SECTION
,2294,GAZAL MIXED NUTS 150 GM,NOOR GAZAL MIXED NUTS 150 GM,FINISHED GOODS,MIXED NUTS,NUTS & DRY FRUITS,PILLOW,WHOLE,150,NUTS SECTION
2295,2295,GAZAL PISTACHIOS 400 GM,NOOR GAZAL PISTACHIOS 400 GM,FINISHED GOODS,PISTACHIO,NUTS & DRY FRUITS,PILLOW,WHOLE,400,NUTS SECTION
,2296,,NOOR GAZAL PISTACHIOS 800 GM,FINISHED GOODS,PISTACHIO,NUTS & DRY FRUITS,PILLOW,WHOLE,800,NUTS SECTION
2297,2297,GAZAL PISTACHIOS 150 GM,NOOR GAZAL PISTACHIOS 150 GM,FINISHED GOODS,PISTACHIO,NUTS & DRY FRUITS,PILLOW,WHOLE,150,NUTS SECTION
2298,2298,GAZAL OMANI MASALA 800 GM SP,NOOR GAZAL OMANI MASALA 800GM SP OFFER,FINISHED GOODS,OMANI MASALA,SPICES,PILLOW,POWDER,800,FFS MASALA
2305,2305,GAZAL CURRY POWDER JAR 230 GM,NOOR GAZAL CURRY POWDER JAR 230 GM,FINISHED GOODS,CURRY POWDER,SPICES,JAR,WHOLE,230,JAR SECTION
2306,2306,GAZAL KASHMIRI CHILLI POWDER JAR 250 GM,NOOR GAZAL KASMIRI CHILLI POWDER JAR 250 GM,FINISHED GOODS,CHILLI POWDER (KASHMIRI),SPICES,JAR,POWDER,250,JAR SECTION
,2307,,NOOR GAZAL CRUSHED CHILLI JAR 175 GM,FINISHED GOODS,CRUSHED CHILLI,SPICES,JAR,WHOLE,175,JAR SECTION
,2308,,NOOR GAZAL   MUTTER DAL 1 KG,FINISHED GOODS,MUTTER DAL,DAL,PILLOW,WHOLE,1000,FFS DAL
2312,2312,GAZAL CHILLI(P) + CORIANDER(P) + TUR(P) 250 GM+300 GM EACH,NOOR GAZAL CHILLI(P) + CORIANDER(P) + TUR(P) 250,FINISHED GOODS,"CHILLI POWDER, CORIANDER POWDER, TURMERIC POWDER",SPICES,PILLOW,POWDER,,FFS MASALA
2313,2313,GAZAL MASOOR DAL 1 KG SP OFF,NOOR GAZAL MASOOR DAL 1KG SP OFFER,FINISHED GOODS,MASOOR DAL,PEAS & LENTILES,PILLOW,WHOLE,1000,FFS DAL
2315,2315,GAZAL URID DAL 1 KG SP OFF,NOOR GAZAL URID DAL 1 KG SP OFF,FINISHED GOODS,URID DAL,PEAS & LENTILES,PILLOW,WHOLE,1000,FFS DAL
2322,2322,GAZAL GRAMFLOUR 500 GM,NOOR GAZAL GRAMFLOUR 500 GM,FINISHED GOODS,GRAM FLOUR,CEREALS & FLOUR,PILLOW,POWDER,500,MASALA TABLE
2340,2340,GAZAL MASOOR DAL 2 KG SP OFF (D),NOOR GAZAL MASOOR DAL 2 KG SP OFF (D),FINISHED GOODS,MASOOR DAL,PEAS & LENTILES,PILLOW,WHOLE,2000,FFS DAL
,2354,,GAZAL CINNAMON 500 GM,FINISHED GOODS,CINNAMON,SPICES,PILLOW,WHOLE,500,KAHWA SECTION
2455,2455,GAZAL TURMERIC POWDER 500 GM SP OFF,NOOR GAZAL TURMERIC POWDER 500GM SP OFFER,FINISHED GOODS,TURMERIC POWDER,SPICES,PILLOW,POWDER,500,FFS MASALA
2462,2462,GAZAL GOLDEN RAISINS 800 GM,NOOR GAZAL GOLDEN RAISINS 800 GM,FINISHED GOODS,GOLDEN RAISINS,NUTS & DRY FRUITS,PILLOW,WHOLE,800,NUTS SECTION
,2465,,NOOR GAZAL ALMONDS 25 GM,FINISHED GOODS,ALMONDS 20/22 .68,NUTS & DRY FRUITS,PILLOW,WHOLE,25,NUTS SECTION
,2468,,NOOR GAZAL CASHEW NUTS 300 GM,FINISHED GOODS,CASHEW NUTS W 240,NUTS & DRY FRUITS,PILLOW,WHOLE,300,NUTS SECTION
2469,2469,GAZAL CASHEW NUTS 150 GM,NOOR GAZAL CASHEW NUTS 150 GM,FINISHED GOODS,CASHEW NUTS W 240,NUTS & DRY FRUITS,PILLOW,WHOLE,150,NUTS SECTION
,2470,,NOOR GAZAL CASHEW NUTS 25 GM,FINISHED GOODS,CASHEW NUTS W 240,NUTS & DRY FRUITS,PILLOW,WHOLE,25,NUTS SECTION
2487,2487,GAZAL TURMERIC POWDER 1KG SP OFFER,NOOR GAZAL TURMERIC POWDER 1KG SP OFF,FINISHED GOODS,TURMERIC POWDER,SPICES,PILLOW,POWDER,1000,FFS MASALA
2490,2490,GAZAL BLACK PEPPER PREMIUM 400GM SP OFFER,NOOR GAZAL BLACK PEPPER 400G SP OFF,FINISHED GOODS,BLACK PEPPER,SPICES,PILLOW,WHOLE,400,NUTS SECTION
2491,2491,GAZAL CUMIN SEED 800GM SP OFFER,NOOR GAZAL CUMIN SEED 800 GM SP OFFER,FINISHED GOODS,CUMIN SEED,SPICES,PILLOW,WHOLE,800,NUTS SECTION
2492,2492,GAZAL CUMIN SEED 400GM SP OFFER,NOOR GAZAL CUMIN SEED 400GM SP OFF,FINISHED GOODS,CUMIN SEED,SPICES,PILLOW,WHOLE,400,NUTS SECTION
2498,2498,GAZAL CORIANDER POWDER 400GM+TURMERIC POWDER 400GM,NOOR GAZAL CORIANDER+TURMERIC 400GM EACH OFF,FINISHED GOODS,TURMERIC POWDER,SPICES,PILLOW,POWDER,800,FFS MASALA
2513,2513,GAZAL DESICCATED COCONUT 200 GM,NOOR GAZAL DESICCATED COCONUT 200 GM,FINISHED GOODS,DES COCONUT,OTHER ITEMS,PILLOW,,200,KAHWA SECTION
2514,2514,GAZAL CORIANDER SEEDS 400 GM,NOOR GAZAL CORIANDER SEEDS 400 GM,FINISHED GOODS,CORIANDER SEEDS,SPICES,PILLOW,WHOLE,400,NUTS SECTION
2515,2515,GAZAL BASIL SEEDS 100 GM,NOOR GAZAL BASIL SEEDS 100 GM,FINISHED GOODS,BASIL SEED,OTHER ITEMS,PILLOW,WHOLE,100,NUTS SECTION
2516,2516,GAZAL LEMON SALT 150 GM,NOOR GAZAL LEMON SALT 150 GM,FINISHED GOODS,LEMON SALT,SPICES,PILLOW,POWDER,150,MASALA TABLE
2519,2519,GAZAL DESICATED COCONUT 1KG SP OFFER,NOOR GAZAL DESICATED COCONUT 1KG SP OFFER,FINISHED GOODS,DESICATED COCONUT,OTHER ITEMS,PILLOW,,1000,KAWA SECTION
2528,2528,GAZAL MUNG DAL 1KG SP OFF,NOOR GAZAL MUNG DAL 1KG SP OFF,FINISHED GOODS,MOONG DAL,PEAS & LENTILES,PILLOW,WHOLE,1000,FFS DAL
2532,2532,GAZAL ALMONDS 400GM SP,NOOR GAZAL ALMONDS 400 GM SP OFFER,FINISHED GOODS,ALMONDS 20/22 .68,NUTS & DRY FRUITS,PILLOW,WHOLE,400,NUTS SECTION
,2534,,NOOR GAZAL MIXEDNUT 400 GM SP OFF,FINISHED GOODS,MIXED NUTS,NUTS & DRY FRUITS,PILLOW,WHOLE,400,NUTS SECTION
2536,2536,GAZAL PISTACHIOS 400GM SP,NOOR GAZAL PISTACHIOS 400GM SP,FINISHED GOODS,PISTA SALT LARGE,NUTS & DRY FRUITS,PILLOW,WHOLE,400,NUTS SECTION
2542,2542,GAZAL MASOOR DAL 2 KG SP OFFER,NOOR GAZAL MASOOR DAL 2KG SP OFFER VAN,FINISHED GOODS,MASOOR DAL,PEAS & LENTILES,PILLOW,WHOLE,2000,FFS DAL
2549,2549,GAZAL CARDAMOM 75 GM,NOOR GAZAL CARDAMOM 75 GM,FINISHED GOODS,CARDAMOM,SPICES,PILLOW,WHOLE,75,NUTS SECTION
2553,2553,GAZAL MASOOR DAL 1.4 KG SP,NOOR GAZAL MASOOR DAL 1.4 KG SP,FINISHED GOODS,MASOOR DAL,PEAS & LENTILES,PILLOW,WHOLE,1400,FFS DAL
2556,2556,GAZAL WHITE CHANA 2KG SP OFFER,NOOR GAZAL WHITE CHANA 2KG SP OFFER,FINISHED GOODS,WHITE CHANA 14.MM,PEAS & LENTILES,PILLOW,WHOLE,2000,FFS DAL
2557,2557,GAZAL CARDAMOM POWDER 150 GM,NOOR GAZAL CARDAMOM POWDER 150 GM,FINISHED GOODS,CARDAMOM POWDER,SPICES,PILLOW,POWDER,150,FFS MASALA
2558,2558,GAZAL TOOR DAL 1 KG SP OFF,NOOR GAZAL TOOR DAL 1 KG SP OFF,FINISHED GOODS,TOOR DAL,PEAS & LENTILES,PILLOW,WHOLE,1000,FFS DAL
2561,2561,GAZAL CHICKEN MASALA BOX 200 GM,NOOR GAZAL CHICKEN MASALA BOX 200 GM,FINISHED GOODS,CHICKEN MASALA POWDER,SPICES,BOX,POWDER,200,JAR SECTION
2562,2562,GAZAL FISH MASALA BOX 200 GM,NOOR GAZAL FISH MASALA BOX 200 GM,FINISHED GOODS,FISH MASALA POWDER,SPICES,BOX,POWDER,200,JAR SECTION
2563,2563,GAZAL MEAT MASALA BOX 200 GM,NOOR GAZAL MEAT MASALA BOX 200 GM,FINISHED GOODS,MEAT MASALA POWDER,SPICES,BOX,POWDER,200,JAR SECTION
2564,2564,GAZAL SAMBAR MASALA BOX 200 GM,NOOR GAZAL SAMBAR MASALA BOX 200 GM,FINISHED GOODS,SAMBAR POWDER,SPICES,BOX,POWDER,200,JAR SECTION
2565,2565,GAZAL MADRAS CURRY POWDER TIN 400 GM,NOOR GAZAL MADRAS CURRY POWDER TIN 400 GM,FINISHED GOODS,MADRAS CURRY POWDER,SPICES,TIN,POWDER,400,JAR SECTION
2566,2566,GAZAL MADRAS CURRY POWDER TIN 200 GM,NOOR GAZAL MADRAS CURRY POWDER TIN 200 GM,FINISHED GOODS,MADRAS CURRY POWDER,SPICES,TIN,POWDER,200,JAR SECTION
2567,2567,GAZAL GARAM MASALA BOX 100 GM,NOOR GAZAL GARAM MASALA BOX 100 GM,FINISHED GOODS,GARAM MASALA POWDER,SPICES,BOX,POWDER,100,JAR SECTION
2570,2570,GAZAL WHITE CHANA 14 MM 1 KG SP OFF,NOOR GAZAL WHITE CHANA 14 MM 1 KG SP OFF,FINISHED GOODS,WHITE CHANA,PEAS & LENTILES,PILLOW,WHOLE,1000,FFS DAL
2573,2573,GAZAL CORN FLOUR BOX 400 GM,NOOR GAZAL CORN FLOUR BOX 400 GM,FINISHED GOODS,CORN FLOUR,CEREALS & FLOUR,BOX,POWDER,400,JAR SECTION
2574,2574,GAZAL CARDAMOM POWDER PREMIUM 75 GM,NOOR GAZAL CARDAMOM POWDER PREMIUM 75 GM,FINISHED GOODS,CARDAMOM POWDER,SPICES,PILLOW,POWDER,75,FFS MASALA
2585,2585,GAZAL CARDAMOM PREMIUM 40 GM,NOOR GAZAL CARDAMOM PREMIUM 40 GM,FINISHED GOODS,CARDAMOM,SPICES,PILLOW,WHOLE,40,NUTS SECTION
2590,2590,GAZAL JATHIPATHRI 40 GM,NOOR GAZAL JATHIPATHRI 40 GM,FINISHED GOODS,JATHIPATHRI,SPICES,PILLOW,WHOLE,40,OMANI AKKA
2592,2592,GAZAL CARDAMOM PREMIUM 150 GM,NOOR GAZAL CARDAMOM PREMIUM 150 GM,FINISHED GOODS,CARDAMOM,SPICES,PILLOW,WHOLE,150,FFS DAL
2593,2593,GAZAL CARDAMOM PREMIUM 90 GM,NOOR GAZAL CARDAMOM PREMIUM 90 GM,FINISHED GOODS,CARDAMOM,SPICES,PILLOW,WHOLE,90,FFS DAL
2607,2607,GAZAL CARDAMOM (MLG) 400 GM,NOOR GAZAL CARDAMOM (MLG) 400 GM,FINISHED GOODS,CARDAMOM,SPICES,PILLOW,WHOLE,400,NUTS SECTION
2612,2612,GAZAL BIRIYANI MASALA BOX 100 GM,NOOR GAZAL BIRIYANI MASALA BOX 100 GM,FINISHED GOODS,BIRIYANI MASALA,SPICES,BOX,POWDER,100,JAR SECTION
2613,2613,GAZAL CHAAT MASALA BOX 100 GM,NOOR GAZAL CHAAT MASALA BOX 100 GM,FINISHED GOODS,CHAAT MASALA,SPICES,BOX,POWDER,100,JAR SECTION
2614,2614,GAZAL PICKLE POWDER BOX 150 GM,NOOR GAZAL PICKLE POWDER BOX 150 GM,FINISHED GOODS,PICKLE POWDER,SPICES,BOX,POWDER,150,JAR SECTION
2615,2615,GAZAL CURRY POWDER BOX 150 GM,NOOR GAZAL CURRY POWDER BOX 150 GM,FINISHED GOODS,CURRY POWDER,SPICES,BOX,POWDER,150,JAR SECTION
,2620,,NOOR GAZAL ZAHTER 30 GM,FINISHED GOODS,ZAHTHER,OTHER ITEMS,PILLOW,WHOLE,30,NUTS SECTION
2621,2621,GAZAL ZAHTER 70 GM,NOOR GAZAL ZAHTER 70 GM,FINISHED GOODS,ZAHTHER,OTHER ITEMS,PILLOW,WHOLE,70,NUTS SECTION
2623,2623,GAZAL ROUND CHILLI 150 GM,NOOR GAZAL ROUND CHILLI 150 GM,FINISHED GOODS,ROUND CHILLI,SPICES,PILLOW,WHOLE,150,MASALA TABLE
2631,2631,GAZAL ZAHTER 50 GM,NOOR GAZAL ZAHTER 50 GM,FINISHED GOODS,ZAHTHER,OTHER ITEMS,PILLOW,WHOLE,50,NUTS SECTION
2510,2637,GAZAL DESICCATED COCONUT 400GM,NOOR GAZAL DESICCATED COCONUT 400GM RM SP,FINISHED GOODS,DES COCONUT,CEREALS & FLOUR,PILLOW,POWDER,400,FFS FLOUR
2639,2639,GAZAL HUBHAREES NOOR 1 KG RM,NOOR GAZAL HUBHAREES NOOR 1 KG RM,FINISHED GOODS,HUBHAREES NOOR,CEREALS & FLOUR,PILLOW,WHOLE,1000,FFS DAL
2640,2640,GAZAL HUBHAREES NOOR 2 KG RM,NOOR GAZAL HUBHAREES NOOR 2 KG RM,FINISHED GOODS,HUBHAREES NOOR,CEREALS & FLOUR,PILLOW,WHOLE,2000,FFS DAL
,2641,,NOOR GAZAL SEMOLINA 1 KG RM SP,FINISHED GOODS,SEMOLINA,CEREALS & FLOUR,PILLOW,WHOLE,1000,FFS FLOUR
2646,2646,GAZAL CARDAMOM 200 GM SP OFFER,NOOR GAZAL CARDAMOM 200 GM SP OFFER,FINISHED GOODS,CARDAMOM,SPICES,PILLOW,WHOLE,200,FFS DAL
2647,2647,GAZAL AL BURAIMI SPECIAL KAHWA 1KG,NOOR GAZAL AL BURAIMI SPECIAL KAHWA 1KG,FINISHED GOODS,KAWA AL BURAIMI,OMANI COFFEE,PILLOW,POWDER,1000,KAHWA SECTION
2653,2653,GAZAL CARDAMOM 300 GM,NOOR GAZAL CARDAMOM 300 GM,FINISHED GOODS,CARDAMOM,SPICES,PILLOW,WHOLE,300,NUTS SECTION
2654,2654,GAZAL INDIAN JAGGERY 800 GM,NOOR GAZAL INDIAN JAGGERY 800 GM,FINISHED GOODS,JAGGERY KG,OTHER ITEMS,PILLOW,WHOLE,800,NUTS SECTION
2655,2655,GAZAL INDIAN JAGGERY 400 GM,NOOR GAZAL INDIAN JAGGERY 400 GM,FINISHED GOODS,JAGGERY KG,OTHER ITEMS,PILLOW,WHOLE,400,NUTS SECTION
2661,2661,GAZAL MEAT MASALA JAR 225 GM SP OFF,NOOR GAZAL MEAT MASALA JAR 225 GM SP OFF,FINISHED GOODS,MEAT MASALA POWDER,SPICES,JAR,POWDER,225,JAR SECTION
2663,2663,GAZAL OMANI MASALA WHOLE 500 GM,NOOR GAZAL OMANI MASALA WHOLE 500 GM,FINISHED GOODS,OMANI MASALA,SPICES,PILLOW,WHOLE,500,OMANI AKKA
2682,2682,GAZAL TURMERIC POWDER STANDUP 100 GM,NOOR GAZAL TURMERIC POWDER STANDUP 100 GM,FINISHED GOODS,TURMERIC POWDER,SPICES,STAND UP,POWDER,100,NON MOVING
2684,2684,GAZAL CUMIN POWDER STANDUP100 GM,NOOR GAZAL CUMIN POWDER STANDUP100 GM,FINISHED GOODS,CUMIN POWDER,SPICES,STAND UP,POWDER,100,NON MOVING
2685,2685,GAZAL CINNAMON POWDER STANDUP100 GM,NOOR GAZAL CINNAMON POWDER STAND UP 100 GM,FINISHED GOODS,CINNAMON POWDER,SPICES,STAND UP,POWDER,100,NON MOVING
2686,2686,GAZAL BLACK PEPPER POWDER STANDUP 100 GM,NOOR GAZAL BLACK PEPPER POWDER STANDUP 100 GM,FINISHED GOODS,BLACK PEPPER POWDER,SPICES,STAND UP,WHOLE,100,NON MOVING
2687,2687,GAZAL KASHMIRI CHILLI POWDER STAND UP 100 GM,NOOR GAZAL KASHMIRI CHILLI POWDER STAND UP 100 GM,FINISHED GOODS,KASHMIRI CHILLI POWDER,BOX ITEMS,STAND UP,POWDER,100,NUTS SECTION
2688,2688,GAZAL LEMON POWDER STANDUP 80 GM,NOOR GAZAL LEMON POWDER STANDUP 80 GM,FINISHED GOODS,LEMON POWDER,SPICES,STAND UP,POWDER,80,KAHWA SECTION
2689,2689,GAZAL GARLIC POWDER STAND UP 100 GM,NOOR GAZAL GARLIC POWDER STAND UP 100 GM,FINISHED GOODS,GARLIC POWDER,SPICES,PILLOW,POWDER,100,NON MOVING
,2690,GAZAL FENUGREEK POWDER STANDUP 100 GM,NOOR GAZAL FENUGREEK POWDER STAND UP 100 GM,FINISHED GOODS,FENUGREEK POWDER,SPICES,STAND UP,POWDER,100,KAHWA SECTION
2691,2691,GAZAL GINGER POWDER STAND UP 100 GM,NOOR GAZAL GINGER POWDER STAND UP 100 GM,FINISHED GOODS,GINGER POWDER,SPICES,STAND UP,POWDER,100,NON MOVING
2692,2692,GAZAL PAPRIKA POWDER STAND UP 100 GM,NOOR GAZAL PAPRIKA POWDER STAND UP 100 GM,FINISHED GOODS,PAPRIKA POWDER,SPICES,STAND UP,POWDER,100,KAHWA SECTION
